cname,tname,year,role,,,,
Danny Elfman,Fun Size Horror: Volume One,2015,music department,4.7,Horror,"Bryan Chojnowski, Lisa J Dooley, Ned Ehrbar, Mali Elfman, Dick Grunert, Max Isaacson, Anthony Lund, Michael May, Glen Murakami, Grant Olin, Ali Paras, Eric Pereira, Zeke Pinheiro, Jerry Pyle, Anisa Qureshi, Ben Rekhi, Erin Stegeman, Josh C. Waller",N/A
Danny Elfman,Fifty Shades of Grey,2015,music department,4.2,"Drama, Romance, Thriller",Sam Taylor-Johnson,"Anastasia Steele, an English literature major at Washington State University, agrees to interview for the college newspaper a billionaire, Christian Grey, as a favour to her roommate, Kate Kavanagh. During the interview, Christian Grey takes an interest in Anastasia. Soon after it, he visits the hardware store where Anastasia works and offers her to do a photo shoot to accompany the article for which Anastasia had interviewed him. Later, Grey invites her to a cafe and also sends her first edition copies of two Thomas Hardy novels, including Tess of the d'Urbervilles, with a quote from the latter book about the dangers of relationships, on an accompanying card. His pursuing eventually brings a result - Anastasia and Grey start dating. In the course of their troubled relationship Anastasia slowly comes to uncover Grey's troubled past and realises that he is not good for any woman, let alone for himself. Although, she enjoys the bondage sex with Grey, she feels that she has to make a step that will take her all her strength and courage, for Christian Grey is a very dangerous man."
Danny Elfman,Big Eyes,N/A,music department,7,"Biography, Crime, Drama, Romance",Tim Burton,"In San Francisco in the 1950s, Margaret was a woman trying to make it on her own after leaving her husband with only her daughter and her paintings. While struggling to make an impact with her drawings of children with big eyes, she meets gregarious ladies' man and fellow painter Walter Keane in a park. The two quickly become a pair with outgoing Walter selling their paintings and quiet Margaret holed up at home painting even more children with big eyes, but Walter's actually selling her paintings as his own. A clash of financial success and critical failure soon sends Margaret reeling in her life of lies. With Walter still living the high life, Margaret's going to have to try making it on her own again and reclaiming her name and her paintings."
Danny Elfman,The Simpsons Take the Bowl,2014,music department,7.3,"Animation, Comedy, Music","David Silverman, Mike B. Anderson",N/A
Danny Elfman,Dark Design,2014,music department,N/A,Short,,N/A
Danny Elfman,Henchman Tales,2014,music department,N/A,Short,,N/A
Danny Elfman,The Face of Revenge with Tony Gardner,2014,music department,N/A,Short,,N/A
Danny Elfman,The Name Is Durant with Larry Drake,2014,music department,N/A,Short,,N/A
Danny Elfman,Lego Batman: The Movie - DC Super Heroes Unite,2013,music department,6.4,"Animation, Action, Adventure, Family, Sci-Fi",Jon Burton,Presidential Candidate Lex Luthor teams up with the joker to destroy Batman and Superman while becoming president. Will the duo of Batman and Superman win or will they be taken down and destroyed with the rest of the justice league. Based On The Thrilling Video Game Lego Batman 2 DC super heroes.
Danny Elfman,Promised Land,2012,music department,6.6,Drama,Gus Van Sant,"Corporate salesman Steve Butler (Matt Damon) arrives in a rural town with his sales partner, Sue Thomason (McDormand). With the town having been hit hard by the economic decline of recent years, the two outsiders see the local citizens as likely to accept their company's offer, for drilling rights to their properties, as much-needed relief. What seems like an easy job for the duo becomes complicated by the objection of a respected schoolteacher (Holbrook) with support from a grassroots campaign led by another man (Krasinski) who counters Steve both personally and professionally."
Danny Elfman,Silver Linings Playbook,2012,music department,7.7,"Comedy, Drama, Romance",David O. Russell,"Against medical advice and without the knowledge of her husband Pat Solatano Sr., caring Dolores Solatano discharges her adult son, Pat Solatano Jr., from a Maryland mental health institution after his minimum eight-month court ordered stint. The condition of the release includes Pat Jr. moving back in with his parents in their Philadelphia home. Although Pat Jr.'s institutionalization was due to him beating up the lover of his wife Nikki, he was diagnosed with bipolar disorder. Nikki has since left him and has received a restraining order against him. Although he is on medication (which he doesn't take because of the way it makes him feel) and has mandatory therapy sessions, Pat Jr. feels like he can manage on the outside solely by healthy living and looking for the ""silver linings"" in his life. His goals are to get his old job back as a substitute teacher, but more importantly reunite with Nikki. He finds there are certain instances where he doesn't cope well; however, no less so than some others who have never been institutionalized, such as his Philadelphia Eagles obsessed father who has resorted to being a bookie to earn a living, his best friend Ronnie who quietly seethes over the control wielded by his wife Veronica, and Veronica's widowed sister, Tiffany Maxwell, a girl with problems of her own. In their fragile mental states, Pat Jr. and Tiffany embark on a love/hate friendship based primarily on what help the other can provide in achieving their individual goals. But they may reevaluate their goals as their relationship progresses."
Danny Elfman,The Longest Daycare,2012,music department,7.2,"Animation, Short, Comedy, Family",David Silverman,N/A
Danny Elfman,Men in Black 3,2012,music department,6.8,"Action, Adventure, Comedy, Sci-Fi",Barry Sonnenfeld,"After breaking out of LunarMax, a moon-based maximum security prison, Boris the Animal (Jemaine Clement) decides to go back in time and eliminate the person who arrested him - Agent K (Josh Brolin). When he does so, Agent J (Will Smith) realizes that the timeline has been changed and he too travels back to July 15, 1969, the day before Agent K is killed. After overcoming some disbelief, J manages to convince young K and others of just who he is and why he's there. With the help of Griffin (Michael Stuhlbarg), a being who can see all timelines, they track Boris down. J also learns a secret, something old Agent K (Tommy Lee Jones) had never told him."
Danny Elfman,Desperate Housewives,N/A,music department,7.6,"Comedy, Drama, Mystery, Romance",,"The ""normal"" suburban life for a group of close-knit housewives takes a dark turn when one of their closest friends mysteriously commits suicide. Now while trying to deal with their own hectic problems and romantic lives, each year brings on a new mystery and more dark and twisted events to come. Life behind closed doors is about to be revealed as suburban life takes a funny and dark turn."
Danny Elfman,Do Not Disturb,N/A,music department,5.1,Comedy,"Eric Balfour, Laura Henry, Jon Mann-Krieger, Brandon Nicholas, Petro Papahadjopoulos","Five directors tackle five short stories that are all tied together in one sweet, dark, twisted, humorous film about what goes on behind the door of room 316. Each director was given a brief synopsis, eight rules to follow, and one day on set to create their film."
Danny Elfman,The Next Three Days,2010,music department,7.3,"Action, Crime, Drama, Romance, Thriller",Paul Haggis,"Lara Brennan is arrested for murdering her boss with whom she had an argument. It seems she was seen leaving the scene of the crime and her fingerprints were on the murder weapon. Her husband, John would spend the next few years trying to get her released, but there's no evidence that negates the evidence against her. And when the strain of being separated from her family, especially her son, gets to her, John decides to break her out. So he does a lot of research to find a way."
Danny Elfman,The Simpsons 20th Anniversary Special: In 3-D! On Ice!,2010,music department,7.2,Documentary,Morgan Spurlock,N/A
Danny Elfman,9,N/A,music department,7,"Animation, Action, Adventure, Drama, Fantasy, Sci-Fi, Thriller",Shane Acker,"In a world destroyed in a war between man and machine, a hand-stitched doll with the number 9 written on its back comes to life. The world he has awakened in is frightening, but he quickly learns that he is not alone and that there are others like him, also with a single digit written on their back. The first one he encounters is 2 who tells him something of what happened to the world. 2 is also thrilled with the disk 9 is carrying, one with three unique symbols on the front. 9 soon learns that the disk and some of the other dolls who are prepared to die for the good of humankind may be the last hope for man's salvation."
Danny Elfman,Taking Woodstock,2009,music department,6.7,"Biography, Comedy, Drama, History, Music",Ang Lee,N/A
Danny Elfman,Milk,N/A,music department,7.5,"Biography, Drama, History",Gus Van Sant,"Using flashbacks from a statement recorded late in life and archival footage for atmosphere, this film traces Harvey Milk's career from his 40th birthday to his death. He leaves the closet and New York, opens a camera shop that becomes the salon for San Francisco's growing gay community, and organizes gays' purchasing power to build political alliances. He runs for office with lover Scott Smith as his campaign manager. Victory finally comes on the same day Dan White wins in the city's conservative district. The rest of the film sketches Milk's relationship with White and the 1978 fight against a statewide initiative to bar gays and their supporters from public school jobs."
